3,1821,0.999999
3,1515,0.999999
3,1810,0.999999
3,719,0.999999
3,211,0.999999
3,243,0.999999
3,292,0.999998
3,907,0.999998
3,1955,0.999998
3,836,0.999998
3,453,0.999998
3,888,0.999998
3,848,0.999998
3,1528,0.999998
3,590,0.999998
3,1809,0.999998
3,1492,0.999998
3,1286,0.999998
3,801,0.999998
3,933,0.999998
3,2032,0.999998
3,705,0.999998
3,248,0.999998
3,1347,0.999998
3,332,0.999998
3,1839,0.999998
3,890,0.999998
3,1228,0.999998
3,79,0.999998
3,52,0.999998
3,430,0.999998
3,1573,0.999998
3,830,0.999998
3,617,0.999998
3,275,0.999998
3,1811,0.999998
3,2055,0.999998
3,546,0.999998
3,1508,0.999997
3,418,0.999997
3,605,0.999997
3,1546,0.999997
3,769,0.999997
3,2047,0.999997
3,26,0.999997
3,113,0.999997
3,798,0.999997
3,1498,0.999997
3,1003,0.999997
3,147,0.999997
3,2051,0.999997
3,291,0.999997
3,1534,0.999997
3,305,0.999997
3,1097,0.999997
3,1936,0.999997
3,1770,0.999997
3,1195,0.999997
3,1684,0.999997
3,499,0.999997
3,377,0.999997
3,1293,0.999997
3,29,0.999997
3,1621,0.999997
3,575,0.999997
3,926,0.999997
3,1465,0.999997
3,1312,0.999997
3,1976,0.999997
3,1741,0.999997
3,829,0.999997
3,1748,0.999997
3,1808,0.999997
3,412,0.999997
3,1567,0.999997
3,1131,0.999997
3,41,0.999996
3,1516,0.999996
3,1072,0.999996
3,960,0.999996
3,1311,0.999996
3,464,0.999996
3,83,0.999996
3,2086,0.999996
3,290,0.999996
3,1245,0.999996
3,441,0.999996
3,1677,0.999996
3,263,0.999996
3,1071,0.999996
4,1619,1
4,1393,1
4,1959,1
4,1109,1
4,278,1
4,570,1
4,1165,1
4,1452,1
4,574,1
4,1888,1
4,1146,0.999999
4,627,0.999999
4,94,0.999999
4,959,0.999999
4,819,0.999999
4,985,0.999999
4,1495,0.999999
4,294,0.999999
4,1873,0.999999
4,510,0.999999
4,8,0.999999
4,1280,0.999999
4,1418,0.999999
4,1712,0.999999
4,1577,0.999999
4,1928,0.999999
4,1362,0.999999
4,2022,0.999999
4,1771,0.999999
4,366,0.999999
4,1242,0.999999
4,137,0.999999
4,735,0.999999
4,1154,0.999999
4,1532,0.999999
4,1626,0.999999
4,51,0.999999
4,1988,0.999999
4,326,0.999999
4,1270,0.999999
4,214,0.999999
4,744,0.999999
4,1720,0.999999
4,154,0.999999
4,664,0.999999
4,780,0.999999
4,924,0.999999
4,750,0.999999
4,1214,0.999999
4,533,0.999999
4,1035,0.999999
4,1862,0.999999
4,1536,0.999999
4,725,0.999998
4,2000,0.999998
4,1652,0.999998
4,407,0.999998
4,216,0.999998
4,1149,0.999998
4,1514,0.999998
4,352,0.999998
4,1877,0.999998
4,1321,0.999998
4,437,0.999998
4,2017,0.999998
4,1099,0.999998
4,460,0.999998
4,2011,0.999998
4,1056,0.999998
4,100,0.999998
4,1211,0.999998
4,593,0.999998
4,95,0.999998
4,1768,0.999998
4,1386,0.999998
4,2027,0.999998
4,1705,0.999998
4,1093,0.999998
4,1134,0.999998
4,852,0.999998
4,681,0.999998
4,1551,0.999998
4,97,0.999998
4,688,0.999998
4,163,0.999998
4,1937,0.999998
4,1779,0.999998
4,477,0.999998
4,1853,0.999998
4,1282,0.999998
5,1198,1
5,378,0.999999
5,1033,0.999999
5,435,0.999999
5,1447,0.999999
5,1746,0.999999
5,1593,0.999999
5,1294,0.999999
5,665,0.999999
5,1708,0.999999
5,372,0.999999
5,823,0.999999
5,1789,0.999999
5,1206,0.999999
5,200,0.999998
5,976,0.999998
5,1137,0.999998
5,450,0.999998
5,1800,0.999998
5,581,0.999998
5,1868,0.999998
5,1363,0.999998
5,1364,0.999998
5,2069,0.999998
5,2025,0.999998
5,1172,0.999998
5,1725,0.999998
5,1707,0.999998
5,743,0.999998
5,1963,0.999998
5,710,0.999998
5,1138,0.999998
5,507,0.999998
5,625,0.999998
5,1865,0.999998
5,1319,0.999998
5,1343,0.999998
5,1759,0.999998
5,171,0.999998
5,1150,0.999998
5,157,0.999998
5,758,0.999998
5,659,0.999998
5,1929,0.999998
5,541,0.999998
5,1209,0.999998
5,536,0.999998
5,308,0.999998
5,685,0.999998
5,297,0.999998
5,2039,0.999998
5,1161,0.999998
5,488,0.999998
5,1020,0.999998
5,443,0.999998
5,260,0.999998
5,646,0.999998
5,1278,0.999997
5,1128,0.999997
5,1210,0.999997
5,1151,0.999997
5,962,0.999997
5,1080,0.999997
5,396,0.999997
5,1889,0.999997
5,696,0.999997
5,1040,0.999997
5,146,0.999997
5,1894,0.999997
5,583,0.999997
5,102,0.999997
5,1880,0.999997
5,124,0.999997
5,1485,0.999997
5,2048,0.999997
5,770,0.999997
5,2019,0.999997
5,972,0.999997
5,1871,0.999997
5,1352,0.999997
5,715,0.999997
5,1655,0.999997
5,1669,0.999997
5,511,0.999997
5,749,0.999997
5,1632,0.999997
5,203,0.999997
5,161,0.999997
5,1572,0.999997
5,370,0.999997
6,366,0.999995
6,137,0.999995
6,664,0.999994
6,1577,0.999994
6,1270,0.999994
6,1536,0.999994
6,1619,0.999994
6,1393,0.999994
6,1928,0.999994
6,627,0.999994
6,3,0.999994
6,2011,0.999994
6,744,0.999994
6,1873,0.999994
6,278,0.999994
6,214,0.999994
6,94,0.999994
6,1959,0.999994
6,1146,0.999994
6,735,0.999994
6,985,0.999994
6,574,0.999994
6,1035,0.999994
6,1862,0.999994
6,1712,0.999994
6,1362,0.999994
6,1109,0.999993
6,668,0.999993
6,1888,0.999993
6,1165,0.999993
6,570,0.999993
6,959,0.999993
6,1495,0.999993
6,1937,0.999993
6,1280,0.999993
6,2022,0.999993
6,725,0.999993
6,1149,0.999993
6,352,0.999993
6,1877,0.999993
6,294,0.999993
6,1952,0.999993
6,1652,0.999993
6,1514,0.999993
6,2017,0.999993
6,1853,0.999993
6,914,0.999993
6,154,0.999993
6,1626,0.999993
6,924,0.999993
6,1452,0.999993
6,870,0.999993
6,326,0.999993
6,70,0.999993
6,1395,0.999993
6,1154,0.999993
6,886,0.999993
6,8,0.999993
6,819,0.999993
6,893,0.999993
6,845,0.999993
6,510,0.999993
6,1720,0.999993
6,997,0.999993
6,201,0.999992
6,1418,0.999992
6,1771,0.999992
6,1705,0.999992
6,797,0.999992
6,1242,0.999992
6,1099,0.999992
6,407,0.999992
6,2000,0.999992
6,1093,0.999992
6,688,0.999992
6,1193,0.999992
6,1551,0.999992
6,2043,0.999992
6,100,0.999992
6,477,0.999992
6,1405,0.999992
6,681,0.999992
6,1779,0.999992
6,1532,0.999992
6,934,0.999992
6,750,0.999992
6,2093,0.999992
6,1321,0.999992
6,460,0.999992
6,1574,0.999992
7,23,1
7,895,1
7,583,1
7,1692,1
7,1364,1
7,1080,1
7,897,1
7,71,1
7,1287,1
7,1828,1
7,2016,0.999999
7,565,0.999999
7,964,0.999999
7,98,0.999999
7,921,0.999999
7,241,0.999999
7,1124,0.999999
7,1664,0.999999
7,1594,0.999999
7,1789,0.999999
7,491,0.999999
7,694,0.999999
7,779,0.999999
7,1974,0.999999
7,1993,0.999999
7,1073,0.999999
7,1858,0.999999
7,608,0.999999
7,753,0.999999
7,392,0.999999
7,1662,0.999999
7,1223,0.999999
7,1917,0.999999
7,1067,0.999999
7,837,0.999999
7,120,0.999999
7,440,0.999999
7,657,0.999999
