user_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.371777,3.447706,0.808984,1.976007,3.301874,3.391559,4.081155,1.029084,0.29085,0.230033,1.048297,0.539079,0.49123,2.354051,3.797649,2.270148,1.188369,0.280896,3.513792,0.867057,4.189281,0,3.233963,1.986028,2.624865,2.719321,0,2.177174,2.068521,0.946856
2,1.273318,3.209136,0.755486,1.829641,3.072587,3.157106,3.814364,0.945654,0.260899,0.217376,0.974091,0.496593,0.454903,2.17978,3.534895,2.118428,1.09857,0.263461,3.279725,0.790314,3.917134,0,3.016395,1.834098,2.431423,2.517541,0,2.019791,1.939624,0.878276
3,1.168764,2.955798,0.698677,1.674214,2.829108,2.908141,3.53106,0.857059,0.229094,0.203935,0.895291,0.451477,0.416328,1.994721,3.255877,1.957317,1.003213,0.244946,3.03117,0.708821,3.628141,0,2.785359,1.672763,2.226007,2.303271,0,1.852666,1.802749,0.805452
4,1.269238,3.199249,0.753269,1.823575,3.063086,3.14739,3.803308,0.942196,0.259658,0.216851,0.971015,0.494832,0.453398,2.172557,3.524006,2.11214,1.094849,0.262738,3.270025,0.787134,3.905856,0,3.007378,1.827801,2.423406,2.509179,0,2.013268,1.934283,0.875434
5,1.220632,3.081474,0.726859,1.751319,2.949894,3.031648,3.671602,0.90101,0.244872,0.210603,0.934382,0.473858,0.435465,2.086525,3.394294,2.037241,1.050518,0.254131,3.154474,0.749249,3.771506,0,2.899972,1.752799,2.32791,2.409567,0,1.935574,1.87065,0.841579
6,1.197191,3.024678,0.714123,1.716473,2.895308,2.975832,3.608088,0.881147,0.237741,0.20759,0.916716,0.463744,0.426817,2.045037,3.33174,2.001121,1.029139,0.24998,3.09875,0.730978,3.706716,0,2.848175,1.716629,2.281857,2.361529,0,1.898105,1.839964,0.825252
7,1.298917,3.271163,0.769396,1.867695,3.132201,3.218063,3.883729,0.967345,0.268686,0.220667,0.993384,0.507639,0.464348,2.225089,3.60321,2.157874,1.121917,0.267994,3.340581,0.810267,3.987891,0,3.072961,1.873599,2.481717,2.570003,0,2.060709,1.973137,0.896107
8,1.248783,3.149688,0.742156,1.793168,3.015453,3.098684,3.747884,0.924864,0.253436,0.214222,0.9556,0.486006,0.445851,2.136354,3.469421,2.080622,1.076194,0.259116,3.221399,0.771191,3.849319,0,2.96218,1.796239,2.38322,2.467261,0,1.980573,1.907505,0.861187
9,1.242647,3.134819,0.738821,1.784046,3.001162,3.084072,3.731256,0.919665,0.251569,0.213433,0.950975,0.483358,0.443587,2.125492,3.453045,2.071165,1.070597,0.258029,3.206811,0.766408,3.832357,0,2.94862,1.78677,2.371163,2.454684,0,1.970764,1.899471,0.856913
10,1.233009,3.111466,0.733585,1.769719,2.978719,3.061122,3.705142,0.911498,0.248637,0.212194,0.943711,0.479199,0.440032,2.108434,3.427325,2.056314,1.061807,0.256323,3.1839,0.758896,3.805719,0,2.927323,1.771898,2.352229,2.434934,0,1.955359,1.886855,0.8502
11,1.177909,2.977956,0.703646,1.687809,2.850404,2.929916,3.555839,0.864808,0.231876,0.205111,0.902183,0.455423,0.419702,2.010907,3.280282,1.971408,1.011553,0.246565,3.05291,0.715949,3.653418,0,2.805567,1.686875,2.243973,2.322012,0,1.867283,1.81472,0.811821
