user_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.904184,1.414869,1.19917,0,3.009396,3.23448,2.830457,1.129372,1.703041,0,0,1.424393,0,1.788162,1.526829,0,0.240153,2.983935,0.301805,0.046502,1.073819,4.306395,1.772531,0.754717,0,2.075438,2.920378,2.293713,0,0.959037
2,0.931674,1.440812,1.238346,0,3.085314,3.313838,2.897925,1.158602,1.741668,0,0,1.458424,0,1.83022,1.563742,0,0.233299,3.054482,0.315854,0.052733,1.095474,4.399271,1.811727,0.771025,0,2.118318,2.98138,2.353862,0,0.985411
3,0.89324,1.385176,1.176143,0,2.962588,3.186243,2.780613,1.102078,1.675745,0,0,1.397535,0,1.74978,1.499151,0,0.235863,2.934692,0.300663,0.05106,1.052943,4.241116,1.738488,0.739871,0,2.038685,2.86685,2.259852,0,0.939375
4,0.962935,1.425821,1.212085,0,3.063418,3.319685,2.912202,1.182379,1.76642,0,0,1.455212,0,1.835393,1.589335,0,0.241245,3.046735,0.330981,0.027122,1.086212,4.359464,1.812215,0.771216,0,2.079875,2.95664,2.368952,0,0.980635
5,0.947027,1.462703,1.261356,0,3.133176,3.364003,2.943947,1.179846,1.767225,0,0,1.48106,0,1.861465,1.58917,0,0.232171,3.10153,0.322642,0.054293,1.112973,4.461339,1.840883,0.782717,0,2.148987,3.0261,2.391385,0,1.003708
6,0.890376,1.418767,1.230617,0,3.037611,3.261239,2.869303,1.14728,1.745271,0,0,1.425997,0,1.76713,1.528129,0,0.24477,3.039654,0.348349,0.042365,1.092458,4.334284,1.798227,0.767897,0,2.05816,2.904098,2.311839,0,0.950656
7,0.905629,1.403673,1.199311,0,3.004116,3.228735,2.81985,1.122562,1.698312,0,0,1.420024,0,1.777216,1.520605,0,0.235213,2.974668,0.304337,0.050085,1.065788,4.293975,1.762263,0.75119,0,2.066288,2.905513,2.290206,0,0.95437
8,0.978617,1.507746,1.3087,0,3.231657,3.467221,3.03864,1.223557,1.819809,0,0,1.527634,0,1.925751,1.641488,0,0.229849,3.198333,0.33661,0.057504,1.148977,4.589046,1.900875,0.806773,0,2.212092,3.118116,2.468591,0,1.041356
9,0.959696,1.480767,1.280343,0,3.172671,3.405398,2.981923,1.197376,1.788313,0,0,1.499738,0,1.887246,1.610152,0,0.23124,3.140352,0.328244,0.055581,1.127412,4.512555,1.864943,0.792365,0,2.174295,3.063003,2.422348,0,1.018806
10,0.906991,1.405616,1.201352,0,3.008363,3.233186,2.823934,1.124447,1.70058,0,0,1.422032,0,1.779988,1.522862,0,0.235113,2.978842,0.30494,0.050224,1.067341,4.299483,1.76485,0.752228,0,2.069009,2.909481,2.293535,0,0.955994
11,0.938977,1.451223,1.24929,0,3.108078,3.337698,2.919813,1.168706,1.753823,0,0,1.46919,0,1.84508,1.575836,0,0.232763,3.076859,0.319083,0.053475,1.103797,4.428791,1.825594,0.776586,0,2.132905,3.00265,2.371709,0,0.994113
12,0.958685,1.479325,1.278827,0,3.169518,3.402092,2.97889,1.195976,1.786629,0,0,1.498247,0,1.885187,1.608476,0,0.231314,3.137252,0.327797,0.055478,1.126259,4.508465,1.863021,0.791594,0,2.172274,3.060056,2.419876,0,1.017601
13,0.866368,1.347692,1.140469,0,2.881721,3.100451,2.702161,1.068236,1.632957,0,0,1.362139,0,1.697317,1.455582,0,0.238099,2.854356,0.286977,0.046095,1.02104,4.135255,1.687703,0.721292,0,1.987858,2.791152,2.194251,0,0.90758
14,0.941141,1.456405,1.255105,0,3.117754,3.348683,2.929904,1.17376,1.75895,0,0,1.473169,0,1.852235,1.579655,0,0.231722,3.084774,0.321115,0.053953,1.106593,4.44191,1.83254,0.778618,0,2.137922,3.012515,2.37852,0,0.997294
15,0.951075,1.469724,1.266309,0,3.146744,3.375435,2.956428,1.185573,1.771983,0,0,1.485613,0,1.870025,1.596931,0,0.230422,3.110536,0.325793,0.055515,1.119044,4.477087,1.8457,0.787725,0,2.156641,3.035941,2.400852,0,1.010155
16,0.939878,1.452508,1.250641,0,3.110888,3.340642,2.922515,1.169953,1.755323,0,0,1.470519,0,1.846915,1.577328,0,0.232696,3.07962,0.319481,0.053567,1.104824,4.432435,1.827305,0.777272,0,2.134705,3.005275,2.373911,0,0.995187
17,0.84759,1.320917,1.112326,0,2.82318,3.039095,2.645872,1.042253,1.601699,0,0,1.334454,0,1.659103,1.424482,0,0.239479,2.796813,0.278674,0.044186,0.999638,4.05934,1.652041,0.706992,0,1.950346,2.736455,2.148357,0,0.885201
18,0.877134,1.363043,1.156605,0,2.915284,3.135629,2.734434,1.083134,1.650879,0,0,1.378013,0,1.719227,1.473413,0,0.237307,2.887348,0.291738,0.047189,1.033311,4.17878,1.708149,0.729491,0,2.009365,2.822513,2.220564,0,0.920411
