user_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.593182,0.135983,0,0,0.515494,0.339432,0.249695,0.923933,0.683912,0,0.023811,0.766956,0.125626,0.029509,0.322511,0,0.476428,0.885619,1.013561,0.92471,0.465793,0,0.760379,0.288671,0.460825,0.197671,0.704661,0.001555,0.278892,0.851821
2,0.604418,0.126229,0,0,0.543089,0.349276,0.272356,0.964105,0.710427,0,0.034874,0.806144,0.132107,0.038217,0.345472,0,0.502372,0.923441,1.051974,0.955869,0.499623,0,0.794604,0.306577,0.493958,0.189431,0.741891,0,0.296628,0.883391
3,0.596196,0.134225,0,0,0.521868,0.340615,0.253704,0.933434,0.68823,0,0.026899,0.775976,0.127151,0.030449,0.32746,0,0.481253,0.893307,1.020793,0.931065,0.474115,0,0.766927,0.291248,0.467775,0.196434,0.713585,0.001497,0.283408,0.85774
4,0.604659,0.125995,0,0,0.54371,0.34953,0.272902,0.965003,0.711077,0,0.035108,0.807027,0.132252,0.038445,0.346,0,0.50299,0.924323,1.052886,0.956595,0.50037,0,0.795414,0.307025,0.494724,0.189225,0.742719,0,0.297015,0.884142
5,0.595087,0.135304,0,0,0.519005,0.339447,0.251188,0.929297,0.685235,0,0.025823,0.771906,0.126483,0.029401,0.325031,0,0.478404,0.889242,1.016587,0.927719,0.470674,0,0.763193,0.28918,0.464243,0.197379,0.709766,0.002172,0.281625,0.85428
6,0.597558,0.1329,0,0,0.525384,0.34205,0.256795,0.938516,0.691907,0,0.02822,0.780974,0.127972,0.031736,0.330445,0,0.484752,0.898299,1.025959,0.935174,0.478341,0,0.771512,0.293788,0.472113,0.195274,0.718275,0.000669,0.285599,0.86199
7,0.605179,0.125489,0,0,0.545052,0.350077,0.274082,0.966943,0.71248,0,0.035612,0.808935,0.132565,0.038936,0.347139,0,0.504326,0.926229,1.054858,0.958163,0.501983,0,0.797164,0.307995,0.49638,0.188783,0.744509,0,0.297851,0.885764
8,0.594025,0.136337,0,0,0.516264,0.338328,0.248779,0.925334,0.682368,0,0.024792,0.768009,0.125842,0.028397,0.322704,0,0.475676,0.885349,1.012559,0.924514,0.467379,0,0.759618,0.2872,0.460861,0.198284,0.70611,0.002818,0.279917,0.850966
9,0.597442,0.133014,0,0,0.525083,0.341927,0.25653,0.938081,0.691593,0,0.028107,0.780546,0.127902,0.031626,0.330189,0,0.484453,0.897872,1.025517,0.934823,0.47798,0,0.77112,0.29357,0.471742,0.195373,0.717873,0.00074,0.285411,0.861626
10,0.594025,0.136337,0,0,0.516264,0.338328,0.248779,0.925334,0.682368,0,0.024792,0.768009,0.125842,0.028397,0.322704,0,0.475676,0.885349,1.012559,0.924514,0.467379,0,0.759618,0.2872,0.460861,0.198284,0.70611,0.002818,0.279917,0.850966
11,0.594025,0.136337,0,0,0.516264,0.338328,0.248779,0.925334,0.682368,0,0.024792,0.768009,0.125842,0.028397,0.322704,0,0.475676,0.885349,1.012559,0.924514,0.467379,0,0.759618,0.2872,0.460861,0.198284,0.70611,0.002818,0.279917,0.850966
12,0.608314,0.12244,0,0,0.553144,0.35338,0.281194,0.978639,0.720945,0,0.038654,0.820439,0.134455,0.041898,0.354007,0,0.512379,0.93772,1.066749,0.967622,0.51171,0,0.807718,0.31384,0.506364,0.186112,0.755303,0,0.302892,0.895546
13,0.594025,0.136337,0,0,0.516264,0.338328,0.248779,0.925334,0.682368,0,0.024792,0.768009,0.125842,0.028397,0.322704,0,0.475676,0.885349,1.012559,0.924514,0.467379,0,0.759618,0.2872,0.460861,0.198284,0.70611,0.002818,0.279917,0.850966
14,0.608165,0.122585,0,0,0.552758,0.353223,0.280855,0.978081,0.720541,0,0.038508,0.81989,0.134365,0.041757,0.35368,0,0.511995,0.937172,1.066181,0.967171,0.511246,0,0.807215,0.313561,0.505888,0.186239,0.754788,0,0.302652,0.895079
15,0.610967,0.11986,0,0,0.55999,0.356174,0.287212,0.988533,0.728106,0,0.041227,0.830172,0.136054,0.044405,0.359818,0,0.519193,0.947442,1.076808,0.975624,0.519939,0,0.816647,0.318785,0.514811,0.183853,0.764435,0,0.307157,0.903821
16,0.601981,0.1286,0,0,0.536797,0.346708,0.266826,0.955012,0.703846,0,0.03251,0.797199,0.130637,0.035914,0.340132,0,0.496111,0.914507,1.042729,0.948515,0.492061,0,0.786398,0.302032,0.486195,0.191507,0.733498,0,0.292709,0.875786
17,0.612048,0.118809,0,0,0.562781,0.357313,0.289664,0.992567,0.731025,0,0.042275,0.834139,0.136705,0.045426,0.362187,0,0.52197,0.951404,1.080908,0.978886,0.523294,0,0.820286,0.320801,0.518254,0.182932,0.768157,0,0.308895,0.907194
18,0.59516,0.135233,0,0,0.519193,0.339523,0.251353,0.929568,0.685431,0,0.025893,0.772173,0.126526,0.029469,0.32519,0,0.478591,0.889508,1.016862,0.927938,0.4709,0,0.763438,0.289316,0.464474,0.197317,0.710017,0.002128,0.281742,0.854506
19,0.605692,0.12499,0,0,0.546376,0.350618,0.275245,0.968856,0.713865,0,0.03611,0.810817,0.132874,0.039421,0.348262,0,0.505643,0.928109,1.056803,0.959711,0.503574,0,0.79889,0.308951,0.498013,0.188346,0.746275,0,0.298676,0.887364
20,0.594025,0.136337,0,0,0.516264,0.338328,0.248779,0.925334,0.682368,0,0.024792,0.768009,0.125842,0.028397,0.322704,0,0.475676,0.885349,1.012559,0.924514,0.467379,0,0.759618,0.2872,0.460861,0.198284,0.70611,0.002818,0.279917,0.850966
21,0.594025,0.136337,0,0,0.516264,0.338328,0.248779,0.925334,0.682368,0,0.024792,0.768009,0.125842,0.028397,0.322704,0,0.475676,0.885349,1.012559,0.924514,0.467379,0,0.759618,0.2872,0.460861,0.198284,0.70611,0.002818,0.279917,0.850966
22,0.595211,0.135183,0,0,0.519326,0.339578,0.25147,0.929761,0.685571,0,0.025943,0.772362,0.126558,0.029518,0.325303,0,0.478724,0.889697,1.017059,0.928094,0.47106,0,0.763612,0.289412,0.464639,0.197273,0.710195,0.002096,0.281825,0.854668
23,0.60652,0.124185,0,0,0.548512,0.35149,0.277123,0.971944,0.7161,0,0.036913,0.813854,0.133373,0.040203,0.350076,0,0.50777,0.931143,1.059942,0.962208,0.506142,0,0.801677,0.310494,0.500649,0.187641,0.749125,0,0.300007,0.889947
